ko	og	count
K14491	265576at2759	2
K14491	291977at2759	1
K14491	332559at2759	12
K14491	609085at2759	4
K14491	617429at2759	2
K14491	703136at2759	1
K14491	767773at2759	3
K14491	834249at2759	1
K14491	836795at2759	3
K14491	904682at2759	363
K18717	1385942at2759	2
K01795		
K15779	1041556at2759	33
K02886	1156335at2759	66
K02886	1515153at2759	7
K00993	847100at2759	57
K23665		
K00357	1585354at2759	22
K08135	1362001at2759	27
K18755	159062at2759	44
K24344		
K16370		
K13811	1320063at2759	15
K13811	1398991at2759	34
K13811	528280at2759	38
K16864		
K16983		
K00380	318396at2759	73
K00380	776004at2759	19
K03073		
K25245		
K04645	1577821at2759	23
K03086	1191135at2759	14
K03086	798196at2759	4
K08591		
K23163		
K18232		
K13231		
K00871	330091at2759	611
K08730	818196at2759	41
K06467	53940at2759	54
K06467	54136at2759	92
K01757	757814at2759	91
K17103	988114at2759	10
K01707		
K01822		
K00049	1378766at2759	74
K15756		
K00497	481145at2759	24
K14457	1347007at2759	79
K14457	1493916at2759	58
K13544	923240at2759	57
K17699	767446at2759	18
K08267	128601at2759	19
K08267	130658at2759	3
K08267	256602at2759	1
K14316	271558at2759	1
K14316	355024at2759	17
K14316	357364at2759	2
K08928		
K14210	1384693at2759	45
K14210	14037at2759	5
K14210	179324at2759	2
K14210	665362at2759	71
K23734		
K13463	1027299at2759	68
K13463	1046098at2759	130
K13463	1282076at2759	125
K13463	444688at2759	8
K15400	1130893at2759	263
K15400	1344243at2759	1425
K20514		
K15041	938262at2759	77
K01850	1087630at2759	16
K01850	1495805at2759	2
K01850	1565422at2759	2
K16408		
K20969		
K03104	1634105at2759	22
K23373		
K17971	1204639at2759	163
K19732		
K00811	1104596at2759	66
K00811	1377476at2759	226
K07720		
K12456	1635284at2759	14
K23449		
K00294	454791at2759	26
K02036		
K14952		
K06353		
K19569		
K13272	1116724at2759	56
K12526		
K03563		
K01678		
K12467	401091at2759	9
K09206	1314812at2759	1
K09206	1318335at2759	5223
K09206	1591573at2759	22
K09206	382638at2759	16
K24189		
K05107	933071at2759	161
K19096		
K19945	1495285at2759	97
K11440		
K00065	1226147at2759	59
K00065	1513822at2759	16
K05698	411281at2759	407
K06640	26975at2759	55
K06640	80538at2759	43
K18607		
K13413	688282at2759	158
K05173	985064at2759	47
K23477		
K05296		
K03649		
K10534	1311668at2759	83
K10534	166846at2759	13
K10534	804989at2759	22
K16977		
K13548		
K02008		
K10522	1311341at2759	9
K25369		
K23183		
K10209		
K14609	795242at2759	39
K20332		
K01408	1008844at2759	57
K01408	148438at2759	10
K01408	26509at2759	1
K01408	33472at2759	1
K01408	638125at2759	47
K01408	647203at2759	5
K04607	107675at2759	22
K04607	1154468at2759	36
K04607	188544at2759	473
K04607	483746at2759	39
K05523		
K05423	1289639at2759	7
K05423	1354589at2759	1
K05429	1483635at2759	1
K05429	1491449at2759	4
K05429	947117at2759	69
K04719		
K24050		
K21098	807583at2759	55
K02783		
K15610	804740at2759	43
K24555		
K12252		
K08530	1240230at2759	46
K04342		
K07511	1221604at2759	26
K01240	824591at2759	36
K20488		
K12075	807583at2759	55
K11218	58906at2759	36
K21145	1455356at2759	1
K11262	156081at2759	45
K03182	1362225at2759	40
K25124		
K08100		
K15571		
K13066	817726at2759	145
K17175		
K04112		
K20864	155336at2759	12
K12926		
K10396	1171672at2759	1
K10396	1181622at2759	2
K10396	130600at2759	8
K10396	1334528at2759	79
K10396	136053at2759	13
K10396	1416907at2759	1
K10396	179272at2759	30
K10396	216446at2759	2
K10396	314538at2759	44
K10396	364605at2759	125
K10396	382295at2759	2
K10396	418348at2759	62
K10396	424630at2759	32
K10396	642573at2759	1
K10396	76316at2759	145
K24802		
K10617		
K22966		
K18435	1186233at2759	28
K18435	1255488at2759	2
K18435	1641977at2759	154
K18435	782373at2759	24
K18435	794779at2759	2
K21325		
K10111		
K21778		
K19380		
K10441		
K08357		
K07024	611408at2759	3
K07024	612145at2759	13
K00276	1080385at2759	37
K00276	1320015at2759	60
K00276	81957at2759	11
K12628		
K14205		
K15583		
K12491	751525at2759	136
K12491	98944at2759	27
K18317		
K04123	1247045at2759	377
K04123	467733at2759	159
K04123	574756at2759	54
K04123	614788at2759	20
K04123	702827at2759	1009
K04123	825914at2759	133
K04123	871849at2759	98
K14002	687505at2759	24
K16943		
K22748		
K11809	1041556at2759	33
K01640	1029775at2759	32
K01640	1600978at2759	2
K05614	1184392at2759	84
K01948	1236221at2759	1
K01948	273358at2759	34
K14956		
K02898	1318747at2759	75
K02898	1488916at2759	36
K11264		
K05380		
K05224	1427338at2759	7
K13307		
K14227		
K02471		
K25598		
K10291	680454at2759	11
K17536	1121556at2759	45
K17536	517710at2759	21
K17536	67910at2759	1
K23999		
K00892		
K03947	1577370at2759	9
K01626	1034517at2759	6
K01626	546472at2759	24
K01626	702827at2759	1009
K14751		
K22099		
K17943	1048386at2759	1
K17943	1110023at2759	1
K17943	1364009at2759	48
K17943	151468at2759	4
K17943	194205at2759	1
K17943	206600at2759	8
K17943	207351at2759	19
K17943	238378at2759	22
K17943	239732at2759	7
K17943	444105at2759	3
K17943	456929at2759	1
K17943	622215at2759	1
K17016		
K23268		
K07897	1172019at2759	76
K07897	1340129at2759	165
K07897	1426655at2759	101
K08248	798314at2759	87
K21354	508327at2759	727
K15019		
K08720		
K01198	310577at2759	6
K00457	1087836at2759	39
K00457	1273049at2759	6
K00457	455010at2759	16
K07820	1037602at2759	221
K07820	398824at2759	2
K07820	405234at2759	9
K00832		
K13456	1287893at2759	8
K13456	1314102at2759	1
K13456	1360854at2759	1
K13456	1554382at2759	2
K13456	1624464at2759	2
K19734		
K22973		
K07204	97083at2759	29
K15556		
K12133	1118093at2759	13
K12133	1210726at2759	6
K12133	1604976at2759	1
K12133	590811at2759	21
K02696	1620077at2759	1
K02696	1645570at2759	3
K22357		
K01015	780670at2759	260
K13555		
K04126	755305at2759	120
K10596	194967at2759	37
K05444	1189017at2759	1
K05444	1267998at2759	10
K05444	1434107at2759	4
K05444	1444683at2759	1
K00456	1516232at2759	18
K01692		
K23128		
K24008		
K01699		
K06744	1437063at2759	11
K13371		
K02822	1370439at2759	46
K00466		
K01900	1358010at2759	117
K01900	973871at2759	43
K00156		
K20446		
K20394	588598at2759	38
K09972		
K22771		
K25314		
K01783	1554029at2759	30
K01783	191128at2759	24
K01783	479930at2759	12
K00610		
K08757	1553412at2759	10
K16684	627741at2759	48
K08260		
K13535	138168at2759	111
K13535	1555935at2759	40
K04727	566313at2759	1
K04727	758358at2759	8
K04727	830428at2759	12
K13884	711951at2759	16
K13884	727886at2759	9
K04982	738147at2759	104
K07508	1129049at2759	68
K22933		
K21658		
K07513	1011220at2759	37
K07513	1129049at2759	68
K07513	868911at2759	2
K19218		
K21193		
K15542	604979at2759	22
K19441		
K25348		
K20013	749511at2759	40
K21231		
K12832	1574389at2759	63
K12832	1632322at2759	22
K03842	816895at2759	24
K14329	1130893at2759	263
K00946		
K05666	1226059at2759	22
K05666	138195at2759	268
K05666	248727at2759	50
K05666	684058at2759	89
K09364	1014909at2759	30
K09364	405572at2759	2
K09364	522250at2759	4
K09364	752252at2759	33
K09364	873012at2759	28
K19803		
K11001	1610963at2759	6
K11001	1619084at2759	10
K11001	207472at2759	37
K18944		
K14014	1610694at2759	5
K04020		
K16629	1295141at2759	58
K08601	119442at2759	24
K08601	173077at2759	59
K08601	318524at2759	1
K09089	1427802at2759	26
K05155	672843at2759	35
K02883	1303996at2759	33
K02272		
K03131	384329at2759	33
K12598	176060at2759	48
K12598	840266at2759	36
K12598	852949at2759	1
K17761	899961at2759	38
K12089		
K15846		
K24954		
K00394		
K14286	145181at2759	97
K01830	1107052at2759	14
K01830	1341030at2759	29
K01830	359795at2759	31
K16011		
K04605	1111269at2759	3
K04605	1154468at2759	36
K04605	188544at2759	473
K04605	483746at2759	39
K04264	972015at2759	76
K02191		
K11531		
K15490		
K13985	1194556at2759	28
K01588		
K22517	234717at2759	2
K22517	540689at2759	23
K10529	276568at2759	86
K20896	1133952at2759	6
K15306	1040247at2759	33
K15306	1145709at2759	4
K15306	1154500at2759	1
K15306	1573143at2759	27
K15306	201737at2759	33
K15306	687958at2759	42
K20219		
K05196	480926at2759	81
K05196	614790at2759	69
K23125		
K01312	1076876at2759	90
K01312	1144875at2759	20
K01312	1314811at2759	1072
K01312	1522379at2759	63
K01312	594175at2759	23
K12200		
K12304	1126948at2759	14
K04257		
K02325	375960at2759	20
K02325	638613at2759	46
K09850	1120975at2759	31
K18575	1516092at2759	22
K23462		
K00129	1390181at2759	61
K00129	153834at2759	112
K00129	627633at2759	10
K00129	646662at2759	65
K01428		
K09879		
K06227	216446at2759	2
K07106	282232at2759	1
K11233	1053761at2759	2
K11233	60843at2759	16
K11233	999309at2759	2
K06454	652984at2759	8
K16242		
K07296	1258047at2759	69
K07296	1414318at2759	2
K19457		
K19978		
K24583		
K14953		
K18860		
K00011	1016440at2759	178
K00011	1120388at2759	2
K00011	1216642at2759	32
K00011	820342at2759	14
K00066		
K01905	877891at2759	35
K20810		
K18609		
K17214		
K03015	1140388at2759	27
K05669	138195at2759	268
K21586		
K18654		
K20604	688282at2759	158
K00750	1209604at2759	1
K00750	1424146at2759	55
K00750	1533604at2759	40
K00750	818680at2759	17
K21259		
K10883	1595761at2759	20
K10883	875523at2759	2
K10722	481145at2759	24
K02095		
K00452	1325876at2759	14
K13260	702827at2759	1009
K04114		
K01527	1435264at2759	52
K23391		
K22487		
K17366		
K22473		
K10565		
K10967	948664at2759	21
K00624	559299at2759	113
K12637	1247045at2759	377
K12637	574756at2759	54
K20391		
K22954		
K10965		
K12691	1620298at2759	1
K13428	335055at2759	18
K04115		
K03267	1150082at2759	117
K03267	243095at2759	37
K12102		
K05356	381154at2759	33
K09811		
K02322		
K13504	1211929at2759	69
K13504	1479456at2759	1
K13504	1534477at2759	1
K13504	1589977at2759	1
K13504	1606985at2759	18
K13504	1614157at2759	31
K03083	684563at2759	1307
K03083	741207at2759	243
K03083	938262at2759	77
K03083	957693at2759	1
K03083	990896at2759	85
K05634	1403854at2759	6
K05634	1494505at2759	1
K24678		
K16007		
K02413		
K01456	1273717at2759	4
K01456	917526at2759	15
K06114	1340191at2759	85
K06114	543832at2759	142
K00289	153834at2759	112
K00289	899961at2759	38
K21316		
K09047	1287553at2759	1
K09047	826997at2759	952
K09047	978850at2759	35
K09047	993584at2759	3
K00474	1241048at2759	1
K00474	868657at2759	44
K23234		
K20221	1318335at2759	5223
K20221	331433at2759	22
K12350	1116351at2759	19
K12350	1142100at2759	31
K12350	1263522at2759	15
K13786		
K17095	1318335at2759	5223
K17095	856254at2759	163
K00866	1055578at2759	33
K00866	1469912at2759	43
K00866	349250at2759	27
K16417		
K01756	904932at2759	28
K00839		
K13322		
K16195	1195366at2759	11
K16195	64059at2759	59
K05881		
K07777		
K13464	1055787at2759	8
K13464	1280219at2759	20
K13464	1379320at2759	2
K13464	1501574at2759	10
K13464	1577007at2759	4
K13464	1603744at2759	1
K13464	1621604at2759	3
K13464	1626633at2759	7
K13464	1633345at2759	1
K13464	1646734at2759	1
K13464	1842378at2759	1
K06088	642097at2759	4
K06088	710557at2759	9
K04221	1011272at2759	129
K04221	688340at2759	24
K04221	763273at2759	10
K04221	826485at2759	12
K04221	925903at2759	9
K03355	438936at2759	71
K03355	761109at2759	24
K09600	1275401at2759	343
K23537		
K19445		
K12190	1364322at2759	10
K12190	1376544at2759	1
K12190	981902at2759	20
K19214		
K23647		
K06266	1287706at2759	7
K16105		
K15295	1441014at2759	20
K15295	1829156at2759	1
K15295	755773at2759	31
K07535		
K21023		
K08758	1612564at2759	4
K08758	297114at2759	36
K01731		
K05035	250396at2759	218
K15162	15873at2759	18
K15162	20034at2759	1
K15162	221950at2759	1
K15162	66382at2759	1
K04411	967913at2759	73
K04411	996262at2759	39
K25286		
K03850	1295967at2759	24
K03850	476469at2759	20
K03850	999007at2759	3
K22608		
K11245	1539932at2759	2
K13972	518530at2759	25
K25205		
K00767	1263431at2759	15
K00767	1588694at2759	21
K00767	275295at2759	5
K00767	754530at2759	5
K03430		
K25305		
K15797	360509at2759	66
K17839	1034142at2759	59
K17839	367611at2759	25
K17839	508351at2759	46
K03179	337699at2759	19
K05683	1022017at2759	214
K01319	1076876at2759	90
K01319	1144875at2759	20
K01319	1314811at2759	1072
K02286	1314811at2759	1072
K15855	1022341at2759	22
K15855	517710at2759	21
K17903	1585262at2759	31
K16108		
K05641	1022017at2759	214
K05641	131191at2759	165
K05641	803978at2759	10
K13732		
K09696		
K14577		
K06463	1246375at2759	12
K06463	866496at2759	48
K14141	1428600at2759	58
K10651	1510545at2759	89
K10651	344083at2759	1
K10651	423686at2759	129
K08007	627741at2759	48
K17006		
K12785		
K02181	1029095at2759	1
K13536	1511774at2759	10
K13536	1639501at2759	1
K03781	1414511at2759	36
K03781	385042at2759	110
K03781	507937at2759	41
K05362		
K07418	1247045at2759	377
K07418	1476434at2759	1
K07418	467733at2759	159
K07418	572303at2759	59
K07418	614788at2759	20
K07418	702827at2759	1009
K07418	786853at2759	56
K07418	871849at2759	98
K19774	204499at2759	16
K19774	855819at2759	2
K23197		
K06223		
K07371	556782at2759	9
K07371	744111at2759	18
K09477		
K10128	1529294at2759	16
K12384	1106566at2759	66
K04163	1327781at2759	22
K04163	1889917at2759	1
K04163	384993at2759	22
K20942		
K01108	824298at2759	111
K12327	1022936at2759	1
K12327	1038798at2759	10
K12327	175940at2759	2
K12327	914241at2759	1
K18280	817726at2759	145
K05928	1280172at2759	4
K05928	785883at2759	103
K21591		
K20039	588541at2759	2
K22568		
K17912	524712at2759	60
K11644	1309616at2759	3
K11644	253485at2759	63
K03421		
K03859	1146281at2759	15
K03859	1241278at2759	21
K11749		
K17235		
K13397	817726at2759	145
K12865	1330092at2759	1
K12865	1382209at2759	1
K12865	1547704at2759	9
K12865	680009at2759	3
K14553	462558at2759	21
K14216	611234at2759	48
K15623	1442230at2759	25
K15623	1636092at2759	1
K10815		
K01328	1314811at2759	1072
K04457	1044139at2759	214
K04457	1344250at2759	111
K04457	957254at2759	97
K04585	651627at2759	117
K10636	1625648at2759	1
K10636	897451at2759	83
K12153	467733at2759	159
K12153	702827at2759	1009
K21977		
K14028		
K01239	824591at2759	36
K06486	731140at2759	27
K16843		
K08336	1439584at2759	25
K08336	1525971at2759	21
K15805		
K05274	858812at2759	29
K15374	1003820at2759	26
K21651		
K20024		
K02983	1318335at2759	5223
K02983	1484551at2759	18
K02983	1642945at2759	14
K03071		
K03891		
K21623	734452at2759	37
K11470	1203951at2759	48
K11470	1344247at2759	21
K11470	530390at2759	11
K00651		
K03426	1436400at2759	32
K20932		
K16395		
K21360	868374at2759	88
K00071	1313182at2759	101
K13317		
K02392		
K03211	1259506at2759	140
K03211	827924at2759	16
K12371		
K01148	1196334at2759	9
K01148	1402758at2759	48
K01148	583605at2759	1038
K11187	1281610at2759	33
K11187	1344530at2759	1
K00044	1313182at2759	101
K15643		
K14078	690428at2759	138
K21610		
K23491		
K21332		
K10615	1062377at2759	393
K12652	621943at2759	9
K13017		
K11095	1061420at2759	32
K11095	1083175at2759	40
K11095	1424146at2759	55
K11095	1482610at2759	1
K11095	1487070at2759	1
K11095	1541869at2759	14
K11095	1551234at2759	1
K11095	1594407at2759	18
K11095	782492at2759	22
K02132	470054at2759	36
K12971	1304994at2759	24
K24563		
K23351		
K19462		
K04366	243095at2759	37
K13417	684563at2759	1307
K17111		
K10380	1011028at2759	127
K10380	1073736at2759	81
K10380	1115202at2759	175
K10380	1333810at2759	1
K10380	736302at2759	1
K20860	1113437at2759	18
K03787	314656at2759	31
K03787	856774at2759	10
K23484		
K05616	1184392at2759	84
K18137		
K04582	651627at2759	117
K25571		
K24244		
K22481		
K11237	1183210at2759	30
K11237	1292767at2759	19
K11237	948312at2759	4
K12490	303600at2759	4
K12490	98944at2759	27
K04216	1011272at2759	129
K04216	654073at2759	2
K04216	846926at2759	8
K20171		
K08015	1120975at2759	31
K10848	324863at2759	22
K12914		
K00484		
K25073		
K17724	822621at2759	18
K23169		
K13787		
K17151		
K25146		
K03943	1396088at2759	22
K06257	1340825at2759	14
K14560	1189747at2759	26
K14560	1336285at2759	19
K19111		
K05690	233858at2759	51
K12570		
K10599	1049599at2759	28
K10599	1076587at2759	23
K10599	257031at2759	28
K10599	407798at2759	1
K07666		
K02082		
K01334	1314811at2759	1072
K01334	1632292at2759	12
K13646	194164at2759	30
K14984		
K23304		
K09905	1201618at2759	93
K03173	304754at2759	11
K03173	364787at2759	1
K03173	637422at2759	2
K03173	918518at2759	154
K07408	1247045at2759	377
K07408	467733at2759	159
K07408	574756at2759	54
K07408	702827at2759	1009
K07408	871849at2759	98
K05233	1542445at2759	19
K06270	477969at2759	33
K06270	564568at2759	26
K09999		
K18689		
K18861		
K14326	271662at2759	41
K14326	284531at2759	1
K14326	286011at2759	41
K14326	343586at2759	2
K14326	62494at2759	74
K14326	633768at2759	45
K14326	936274at2759	1
K18088		
K19645		
K01892	1065556at2759	33
K01892	1272857at2759	22
K01892	1499328at2759	1
K11883	765237at2759	22
K11820	508327at2759	727
K09095	547545at2759	27
K00025	1118998at2759	32
K00025	588276at2759	13
K00025	692945at2759	14
K12475	264030at2759	1
K12475	279276at2759	24
K12475	65812at2759	2
K12475	836290at2759	1
K00114		
K00604	963177at2759	19
K17372		
K04928	1168835at2759	64
K14229		
K21889	1275249at2759	23
K02830	1440961at2759	20
K12406	933620at2759	79
K12256		
K07297	1524940at2759	128
K07297	769117at2759	10
K01226	1384693at2759	45
K05165	577180at2759	19
K02143	1638188at2759	3
K16432		
K04788		
K06057	1110016at2759	20
K06057	1142493at2759	2
K06057	920757at2759	12
K11529	1371490at2759	12
K25250		
K24358		
K13700	1285824at2759	73
K13382		
K03234	140796at2759	89
K06258	1430447at2759	66
K06258	326501at2759	188
K06258	724235at2759	57
K09586	1535651at2759	9
K02098	560461at2759	30
K12974		
K18825		
K14566	1338131at2759	24
K02345		
K07712		
K01835	1041556at2759	33
K01835	503037at2759	27
K01835	555015at2759	35
K12713		
K21738		
K17252	973835at2759	8
K04434	372907at2759	18
K04434	835716at2759	3
K00766	1053815at2759	7
K00485	405736at2759	231
K00485	499650at2759	2
K00485	630383at2759	17
K00485	653135at2759	5
K22091		
K23137		
K05629	177462at2759	1
K05629	284488at2759	59
K04962	5161at2759	41
K11002	1636411at2759	1
K02335	1028255at2759	4
K02335	1121555at2759	8
K02335	931773at2759	8
K14497	1044139at2759	214
K14497	1344250at2759	111
K14497	461546at2759	88
K14497	957254at2759	97
K02870	1254383at2759	10
K02870	1279477at2759	33
K20616		
K00932		
K12861	1607056at2759	18
K14528	1505254at2759	2
K14528	1574129at2759	1
K08322		
K19822	816499at2759	8
K02630		
K12485	1419449at2759	31
K00799	1011771at2759	12
K00799	1057544at2759	2
K00799	1162336at2759	188
K00799	1225872at2759	163
K00799	122881at2759	113
K00799	1231780at2759	156
K00799	1275401at2759	343
K00799	1283865at2759	43
K00799	1291472at2759	6
K00799	1339756at2759	6
K00799	1341490at2759	35
K00799	1344243at2759	1425
K00799	1554035at2759	6
K00799	1591261at2759	21
K00799	1609516at2759	45
K00799	218804at2759	50
K00799	236145at2759	3
K00799	297134at2759	4
K00799	521159at2759	23
K00799	555110at2759	14
K00799	642737at2759	16
K00799	913128at2759	99
K00799	925471at2759	1
K00799	946877at2759	3
K00799	974249at2759	67
K00799	988007at2759	1
K23142		
K04397	1092723at2759	30
K04397	1288901at2759	5
K04397	1583424at2759	16
K04397	824788at2759	10
K04397	939331at2759	31
K04397	972756at2759	1
K04397	984395at2759	53
K00687		
K17643	1517224at2759	5
K03271		
K17070		
K10543		
K02546		
K12395	1307450at2759	81
K01796	960934at2759	14
K01487	326501at2759	188
K01487	413371at2759	8
K01487	612054at2759	23
K15744	803758at2759	4
K04182	715251at2759	8
K04182	723614at2759	1
K12983		
K04983	738147at2759	104
K07436	1273535at2759	10
K07436	574756at2759	54
K01736	826475at2759	9
K19459		
K13471		
K00849	1176902at2759	1
K00849	860024at2759	35
K00911	778026at2759	1
K00911	902814at2759	40
K00911	966687at2759	33
K14328	1450715at2759	9
K14328	737663at2759	17
K14328	802385at2759	4
K15064		
K24232		
K13913	1623335at2759	2
K17595	1319907at2759	8
K17595	312617at2759	2
K17595	373605at2759	5
K17595	461395at2759	8
K08401	903658at2759	19
K05199	188544at2759	473
